campLocation,timestamp,source,destination,user,device,eventType,eventDescription,eventSeverity,mlRiskScore
Mumbai,2023-09-12T16:11,10.0.0.2,192.168.2.6,guest,Workstation123,system-restart,System restart: Reason5,warning,0.30
Mumbai,2023-09-13T23:03,54.208.29.202,109.64.71.231,user123,Workstation123,dns-queries,DNS query from IP 54.208.29.202 for domain 'example191.com',warning,0.70
Mumbai,2023-09-15T12:27,192.168.0.1,192.168.0.2,user123,Workstation123,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 192.168.0.1,critical,0.37
Mumbai,2023-09-16T10:42,172.16.1.100,192.168.0.3,anonymous,Workstation123,system-restart,System restart: Reason7,informational,0.30
Mumbai,2023-09-14T09:00,10.0.0.100,192.168.2.6,anonymous,Workstation123,system-restart,System restart: Reason3,warning,0.30
Mumbai,2023-09-14T12:59,192.168.0.1,172.16.1.101,admin,ServerABC,firewall-change,Firewall rule change: Port 21859 opened for IP 192.168.0.1,informational,0.30
Mumbai,2023-09-12T16:53,172.16.0.10,10.1.1.2,admin,Workstation123,auth-success,Successful login for user 'admin' from IP 172.16.0.10,critical,0.10
Mumbai,2023-09-16T05:14,10.10.10.10,10.0.0.101,guest,ServerABC,firewall-change,Firewall rule change: Port 56608 opened for IP 10.10.10.10,warning,0.30
Mumbai,2023-09-18T01:32,192.168.2.5,10.10.10.20,admin,Workstation123,system-failure,Critical system failure: Error message: 6,error,0.37
Mumbai,2023-09-16T00:24,192.168.1.100,10.0.0.101,anonymous,ServerABC,malware-detection,Malware detected: File 'file504.txt' found on device 'ServerABC',critical,0.37
Mumbai,2023-09-15T06:59,10.0.0.2,192.168.0.2,anonymous,Workstation123,application-errors,Application error: Error message: 56,critical,0.27
Mumbai,2023-09-13T03:25,10.0.0.2,10.1.1.2,admin,Workstation123,permission-changes,User 'admin' changed permissions for file '/path/to/file197.txt',warning,0.17
Mumbai,2023-09-13T14:48,10.0.0.100,172.16.1.101,anonymous,Workstation123,malware-detection,Malware detected: File 'file45.txt' found on device 'Workstation123',informational,0.37
Mumbai,2023-09-15T20:03,83.113.186.91,230.217.135.162,user123,DeviceXYZ,auth-success,Successful login for user 'user123' from IP 83.113.186.91,error,0.63
Mumbai,2023-09-14T16:58,33.85.38.231,244.60.248.232,admin,ServerABC,software-update,Software update: Software2 updated to version v2,informational,0.80
Mumbai,2023-09-16T23:33,172.16.1.100,192.168.10.6,admin,Workstation123,system-shutdown,System shutdown: Reason5,error,0.33
Mumbai,2023-09-17T18:07,192.168.2.5,192.168.0.3,guest,ServerABC,system-restart,System restart: Reason1,error,0.30
Mumbai,2023-09-13T10:07,192.168.10.5,192.168.2.6,admin,Workstation123,api-called,API called: API3 from IP 192.168.10.5,informational,0.20
Mumbai,2023-09-18T04:01,192.168.1.100,10.1.1.2,user123,ServerABC,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 192.168.1.100,error,0.37
Mumbai,2023-09-15T15:55,10.0.0.100,10.10.10.20,admin,DeviceXYZ,file-access,File access: Delete to file '/path/to/file608.txt' by user 'admin' from IP 10.0.0.100,critical,0.23
Mumbai,2023-09-17T04:57,192.168.0.1,172.16.1.101,anonymous,DeviceXYZ,api-called,API called: API5 from IP 192.168.0.1,error,0.20
Mumbai,2023-09-18T00:37,192.168.2.5,192.168.0.3,guest,DeviceXYZ,system-failure,Critical system failure: Error message: 51,error,0.37
Mumbai,2023-09-18T02:51,192.168.0.1,10.0.0.3,user123,Workstation123,permission-changes,User 'user123' changed permissions for file '/path/to/file446.txt',informational,0.17
Mumbai,2023-09-17T10:02,10.0.0.100,192.168.0.2,admin,ServerABC,system-shutdown,System shutdown: Reason10,informational,0.33
Mumbai,2023-09-17T10:11,192.168.10.5,192.168.10.6,user123,DeviceXYZ,dns-queries,DNS query from IP 192.168.10.5 for domain 'example340.com',warning,0.17
Mumbai,2023-09-14T10:16,192.168.0.1,172.16.0.20,anonymous,Workstation123,permission-changes,User 'anonymous' changed permissions for file '/path/to/file894.txt',critical,0.17
Mumbai,2023-09-17T05:03,192.168.0.1,192.168.10.6,guest,DeviceXYZ,software-update,Software update: Software3 updated to version v5,critical,0.27
Mumbai,2023-09-14T23:54,192.168.1.100,192.168.0.2,admin,ServerABC,api-called,API called: API4 from IP 192.168.1.100,error,0.20
Mumbai,2023-09-14T01:41,10.10.10.10,10.10.10.20,anonymous,Workstation123,permission-changes,User 'anonymous' changed permissions for file '/path/to/file97.txt',warning,0.17
Mumbai,2023-09-16T00:37,10.10.10.10,10.0.0.101,admin,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 10.10.10.10,critical,0.13
Mumbai,2023-09-17T05:37,10.0.0.2,192.168.10.6,admin,ServerABC,auth-success,Successful login for user 'admin' from IP 10.0.0.2,informational,0.10
Mumbai,2023-09-15T14:00,10.10.10.10,192.168.0.2,admin,ServerABC,api-called,API called: API2 from IP 10.10.10.10,informational,0.20
Mumbai,2023-09-13T10:12,10.10.10.10,192.168.0.3,guest,Workstation123,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 10.10.10.10,warning,0.37
Mumbai,2023-09-12T21:53,192.168.2.5,192.168.0.3,anonymous,ServerABC,api-called,API called: API4 from IP 192.168.2.5,informational,0.20
Mumbai,2023-09-16T06:34,192.168.10.5,10.10.10.20,anonymous,Workstation123,dns-queries,DNS query from IP 192.168.10.5 for domain 'example448.com',error,0.17
Mumbai,2023-09-18T05:41,192.168.2.5,10.0.0.3,admin,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 192.168.2.5,warning,0.13
Mumbai,2023-09-18T04:55,4.242.103.122,130.15.217.28,user123,DeviceXYZ,dns-queries,DNS query from IP 4.242.103.122 for domain 'example811.com',warning,0.70
Mumbai,2023-09-15T22:50,10.172.128.222,203.31.45.52,guest,Workstation123,dns-queries,DNS query from IP 10.172.128.222 for domain 'example143.com',error,0.70
Mumbai,2023-09-13T06:21,172.16.1.100,10.0.0.3,admin,DeviceXYZ,dns-queries,DNS query from IP 172.16.1.100 for domain 'example307.com',informational,0.17
Mumbai,2023-09-17T12:09,192.168.10.5,192.168.2.6,admin,Workstation123,auth-failed,Failed login attempt for user 'admin' from IP 192.168.10.5,warning,0.33
Mumbai,2023-09-15T06:47,172.16.0.10,10.0.0.3,admin,DeviceXYZ,system-failure,Critical system failure: Error message: 90,informational,0.37
Mumbai,2023-09-14T23:32,192.168.0.1,192.168.0.2,guest,DeviceXYZ,software-update,Software update: Software9 updated to version v2,informational,0.27
Mumbai,2023-09-18T14:15,172.16.1.100,192.168.2.6,anonymous,ServerABC,system-restart,System restart: Reason10,critical,0.30
Mumbai,2023-09-14T19:20,10.1.1.1,192.168.0.2,admin,DeviceXYZ,software-update,Software update: Software6 updated to version v5,error,0.27
Mumbai,2023-09-15T18:09,192.168.10.5,192.168.10.6,user123,ServerABC,firewall-change,Firewall rule change: Port 61310 opened for IP 192.168.10.5,informational,0.30
Mumbai,2023-09-14T13:50,192.168.0.1,10.10.10.20,user123,ServerABC,malware-detection,Malware detected: File 'file998.txt' found on device 'ServerABC',informational,0.37
Mumbai,2023-09-17T02:54,172.16.0.10,172.16.1.101,anonymous,Workstation123,auth-success,Successful login for user 'anonymous' from IP 172.16.0.10,error,0.10
Mumbai,2023-09-15T05:00,10.10.10.10,10.0.0.101,user123,Workstation123,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 10.10.10.10,informational,0.37
Mumbai,2023-09-14T12:50,241.218.80.28,93.187.141.82,admin,DeviceXYZ,system-shutdown,System shutdown: Reason7,informational,0.87
Mumbai,2023-09-15T11:00,192.168.2.5,192.168.0.2,user123,Workstation123,permission-changes,User 'user123' changed permissions for file '/path/to/file899.txt',warning,0.17
Mumbai,2023-09-16T22:01,192.168.2.5,172.16.1.101,anonymous,ServerABC,permission-changes,User 'anonymous' changed permissions for file '/path/to/file972.txt',warning,0.17
Mumbai,2023-09-18T07:18,10.10.10.10,172.16.1.101,admin,Workstation123,api-called,API called: API4 from IP 10.10.10.10,error,0.20
Mumbai,2023-09-15T15:45,192.168.1.100,10.0.0.101,admin,ServerABC,malware-detection,Malware detected: File 'file820.txt' found on device 'ServerABC',warning,0.37
Mumbai,2023-09-17T23:50,10.0.0.100,10.1.1.2,anonymous,Workstation123,system-shutdown,System shutdown: Reason9,informational,0.33
Mumbai,2023-09-14T11:42,172.16.1.100,172.16.0.20,admin,ServerABC,software-update,Software update: Software1 updated to version v3,critical,0.27
Mumbai,2023-09-17T14:00,10.0.0.2,172.16.1.101,anonymous,Workstation123,firewall-change,Firewall rule change: Port 40212 opened for IP 10.0.0.2,error,0.30
Mumbai,2023-09-15T04:47,192.168.2.5,172.16.0.20,user123,ServerABC,file-access,File access: Read to file '/path/to/file228.txt' by user 'user123' from IP 192.168.2.5,critical,0.23
Mumbai,2023-09-14T18:18,10.1.1.1,10.0.0.101,anonymous,Workstation123,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 10.1.1.1,warning,0.37
Mumbai,2023-09-13T16:54,192.168.10.5,172.16.1.101,guest,ServerABC,software-update,Software update: Software10 updated to version v4,warning,0.27
Mumbai,2023-09-17T20:00,10.0.0.2,192.168.0.3,guest,Workstation123,application-errors,Application error: Error message: 36,error,0.27
Mumbai,2023-09-16T17:34,10.1.1.1,172.16.0.20,admin,Workstation123,auth-failed,Failed login attempt for user 'admin' from IP 10.1.1.1,informational,0.33
Mumbai,2023-09-15T16:52,10.10.10.10,10.1.1.2,user123,ServerABC,auth-failed,Failed login attempt for user 'user123' from IP 10.10.10.10,warning,0.33
Mumbai,2023-09-14T19:27,192.168.10.5,192.168.0.2,user123,Workstation123,dns-queries,DNS query from IP 192.168.10.5 for domain 'example966.com',error,0.17
Mumbai,2023-09-15T22:04,67.78.22.91,13.209.71.220,user123,ServerABC,system-failure,Critical system failure: Error message: 22,critical,0.90
Mumbai,2023-09-14T01:10,10.0.0.100,172.16.1.101,user123,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 10.0.0.100,error,0.13
Mumbai,2023-09-18T09:50,21.67.201.49,122.30.94.151,admin,Workstation123,auth-success,Successful login for user 'admin' from IP 21.67.201.49,error,0.63
Mumbai,2023-09-14T18:47,172.16.1.100,192.168.10.6,guest,DeviceXYZ,system-shutdown,System shutdown: Reason7,warning,0.33
Mumbai,2023-09-16T04:42,10.0.0.2,10.0.0.101,admin,DeviceXYZ,software-update,Software update: Software7 updated to version v2,informational,0.27
Mumbai,2023-09-14T23:47,192.168.0.1,192.168.2.6,guest,Workstation123,firewall-change,Firewall rule change: Port 15520 opened for IP 192.168.0.1,warning,0.30
Mumbai,2023-09-17T05:53,192.168.10.5,192.168.2.6,admin,ServerABC,file-access,File access: Read to file '/path/to/file787.txt' by user 'admin' from IP 192.168.10.5,error,0.23
Mumbai,2023-09-16T01:25,10.0.0.100,10.0.0.3,admin,ServerABC,system-failure,Critical system failure: Error message: 66,critical,0.37
Mumbai,2023-09-18T00:08,192.168.10.5,192.168.10.6,guest,ServerABC,auth-success,Successful login for user 'guest' from IP 192.168.10.5,error,0.10
Mumbai,2023-09-16T22:18,192.168.0.1,10.0.0.3,guest,Workstation123,dns-queries,DNS query from IP 192.168.0.1 for domain 'example616.com',error,0.17
Mumbai,2023-09-14T19:46,207.43.215.117,81.8.240.239,guest,DeviceXYZ,system-shutdown,System shutdown: Reason2,critical,0.87
Mumbai,2023-09-13T04:17,172.16.1.100,10.0.0.3,anonymous,ServerABC,auth-success,Successful login for user 'anonymous' from IP 172.16.1.100,critical,0.10
Mumbai,2023-09-16T08:28,172.16.1.100,172.16.1.101,anonymous,DeviceXYZ,software-update,Software update: Software3 updated to version v3,critical,0.27
Mumbai,2023-09-16T17:31,145.102.213.63,113.110.177.57,anonymous,Workstation123,system-restart,System restart: Reason2,informational,0.83
Mumbai,2023-09-13T21:40,10.0.0.100,10.10.10.20,anonymous,DeviceXYZ,system-failure,Critical system failure: Error message: 1,critical,0.37
Mumbai,2023-09-14T01:31,10.10.10.10,192.168.0.3,user123,ServerABC,software-update,Software update: Software1 updated to version v2,critical,0.27
Mumbai,2023-09-16T19:44,194.240.115.97,10.90.62.218,guest,ServerABC,firewall-change,Firewall rule change: Port 12847 opened for IP 194.240.115.97,informational,0.83
Mumbai,2023-09-16T17:40,10.0.0.100,10.10.10.20,guest,DeviceXYZ,system-shutdown,System shutdown: Reason4,critical,0.33
Mumbai,2023-09-15T13:06,43.43.221.85,231.221.222.187,admin,DeviceXYZ,firewall-change,Firewall rule change: Port 44151 opened for IP 43.43.221.85,critical,0.83
Mumbai,2023-09-14T00:57,192.168.10.5,10.1.1.2,guest,ServerABC,api-called,API called: API5 from IP 192.168.10.5,critical,0.20
Mumbai,2023-09-17T19:31,172.16.1.100,192.168.10.6,user123,Workstation123,firewall-change,Firewall rule change: Port 55719 opened for IP 172.16.1.100,error,0.30
Mumbai,2023-09-18T12:58,236.222.67.84,106.39.3.122,guest,ServerABC,system-shutdown,System shutdown: Reason10,warning,0.87
Mumbai,2023-09-12T16:51,192.168.1.100,192.168.10.6,guest,DeviceXYZ,file-access,File access: Delete to file '/path/to/file887.txt' by user 'guest' from IP 192.168.1.100,warning,0.23
Mumbai,2023-09-14T12:11,192.168.10.5,172.16.1.101,anonymous,DeviceXYZ,firewall-change,Firewall rule change: Port 36231 opened for IP 192.168.10.5,critical,0.30
Mumbai,2023-09-15T00:23,172.16.0.10,10.10.10.20,guest,DeviceXYZ,auth-failed,Failed login attempt for user 'guest' from IP 172.16.0.10,warning,0.33
Mumbai,2023-09-15T01:46,172.16.1.100,192.168.2.6,user123,ServerABC,application-errors,Application error: Error message: 3,error,0.27
Mumbai,2023-09-18T00:22,192.168.2.5,172.16.1.101,guest,ServerABC,firewall-change,Firewall rule change: Port 27432 opened for IP 192.168.2.5,informational,0.30
Mumbai,2023-09-14T09:02,192.168.10.5,192.168.10.6,admin,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 192.168.10.5,warning,0.13
Mumbai,2023-09-12T23:18,10.0.0.2,192.168.2.6,user123,ServerABC,system-failure,Critical system failure: Error message: 10,critical,0.37
Mumbai,2023-09-13T19:09,172.16.1.100,172.16.1.101,user123,ServerABC,system-shutdown,System shutdown: Reason1,critical,0.33
Mumbai,2023-09-15T11:43,10.0.0.100,10.0.0.101,user123,DeviceXYZ,system-restart,System restart: Reason2,error,0.30
Mumbai,2023-09-14T18:17,10.0.0.100,172.16.0.20,anonymous,Workstation123,malware-detection,Malware detected: File 'file599.txt' found on device 'Workstation123',error,0.37
Mumbai,2023-09-14T22:12,10.0.0.100,192.168.0.2,guest,Workstation123,api-called,API called: API2 from IP 10.0.0.100,warning,0.20
Mumbai,2023-09-15T16:13,10.0.0.100,10.10.10.20,user123,DeviceXYZ,file-access,File access: Write to file '/path/to/file101.txt' by user 'user123' from IP 10.0.0.100,warning,0.23
Mumbai,2023-09-15T13:29,118.229.70.170,5.154.195.212,admin,ServerABC,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 118.229.70.170,warning,0.90
Mumbai,2023-09-17T23:25,10.0.0.100,172.16.0.20,anonymous,Workstation123,auth-failed,Failed login attempt for user 'anonymous' from IP 10.0.0.100,error,0.33
Mumbai,2023-09-17T13:01,10.0.0.100,192.168.10.6,admin,DeviceXYZ,application-usage,User 'admin' used application 'App6',warning,0.13
Mumbai,2023-09-14T01:02,192.168.2.5,10.1.1.2,anonymous,Workstation123,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 192.168.2.5,critical,0.37
Mumbai,2023-09-16T16:52,132.50.10.212,57.26.14.107,anonymous,Workstation123,api-called,API called: API2 from IP 132.50.10.212,warning,0.73
Mumbai,2023-09-14T10:54,10.1.1.1,10.0.0.3,admin,Workstation123,dns-queries,DNS query from IP 10.1.1.1 for domain 'example673.com',warning,0.17
Mumbai,2023-09-15T03:10,172.16.1.100,192.168.2.6,user123,Workstation123,auth-failed,Failed login attempt for user 'user123' from IP 172.16.1.100,warning,0.33
Mumbai,2023-09-13T00:56,172.16.1.100,10.1.1.2,guest,DeviceXYZ,malware-detection,Malware detected: File 'file734.txt' found on device 'DeviceXYZ',critical,0.37
Mumbai,2023-09-17T11:49,10.1.1.1,192.168.0.2,user123,DeviceXYZ,software-update,Software update: Software1 updated to version v2,informational,0.27
Mumbai,2023-09-16T11:52,192.168.10.5,192.168.2.6,admin,ServerABC,api-called,API called: API3 from IP 192.168.10.5,error,0.20
Mumbai,2023-09-15T03:50,171.150.185.77,82.211.117.116,admin,Workstation123,auth-failed,Failed login attempt for user 'admin' from IP 171.150.185.77,critical,0.87
Mumbai,2023-09-13T09:51,172.16.1.100,192.168.10.6,admin,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 172.16.1.100,error,0.13
Mumbai,2023-09-14T12:03,10.0.0.100,10.1.1.2,admin,DeviceXYZ,api-called,API called: API3 from IP 10.0.0.100,informational,0.20
Mumbai,2023-09-18T06:24,192.168.2.5,10.10.10.20,admin,Workstation123,auth-failed,Failed login attempt for user 'admin' from IP 192.168.2.5,critical,0.33
Mumbai,2023-09-13T05:47,192.168.2.5,10.10.10.20,user123,ServerABC,auth-failed,Failed login attempt for user 'user123' from IP 192.168.2.5,informational,0.33
Mumbai,2023-09-12T17:11,172.16.0.10,192.168.0.2,anonymous,DeviceXYZ,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 172.16.0.10,error,0.37
Mumbai,2023-09-17T21:40,10.0.0.100,10.0.0.3,user123,DeviceXYZ,auth-failed,Failed login attempt for user 'user123' from IP 10.0.0.100,critical,0.33
Mumbai,2023-09-13T06:43,196.26.81.17,231.132.19.130,admin,Workstation123,system-restart,System restart: Reason8,informational,0.83
Mumbai,2023-09-14T10:56,172.16.1.100,10.0.0.3,user123,DeviceXYZ,application-usage,User 'user123' used application 'App10',informational,0.13
Mumbai,2023-09-15T09:31,192.168.2.5,10.1.1.2,guest,DeviceXYZ,system-shutdown,System shutdown: Reason8,informational,0.33
Mumbai,2023-09-14T07:30,172.16.1.100,192.168.10.6,anonymous,ServerABC,auth-success,Successful login for user 'anonymous' from IP 172.16.1.100,informational,0.10
Mumbai,2023-09-17T07:39,192.168.0.1,10.1.1.2,admin,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 192.168.0.1,critical,0.13
Mumbai,2023-09-15T22:54,192.168.2.5,10.10.10.20,anonymous,ServerABC,auth-failed,Failed login attempt for user 'anonymous' from IP 192.168.2.5,warning,0.33
Mumbai,2023-09-13T12:59,192.168.2.5,192.168.10.6,guest,DeviceXYZ,file-access,File access: Read to file '/path/to/file309.txt' by user 'guest' from IP 192.168.2.5,error,0.23
Mumbai,2023-09-14T02:33,192.168.0.1,192.168.2.6,user123,ServerABC,file-access,File access: Delete to file '/path/to/file886.txt' by user 'user123' from IP 192.168.0.1,critical,0.23
Mumbai,2023-09-14T06:48,10.0.0.2,10.10.10.20,guest,Workstation123,permission-changes,User 'guest' changed permissions for file '/path/to/file21.txt',error,0.17
Mumbai,2023-09-15T15:01,10.1.1.1,10.0.0.3,user123,Workstation123,permission-changes,User 'user123' changed permissions for file '/path/to/file819.txt',error,0.17
Mumbai,2023-09-16T02:32,221.81.172.46,132.48.81.179,anonymous,ServerABC,auth-failed,Failed login attempt for user 'anonymous' from IP 221.81.172.46,warning,0.87
Mumbai,2023-09-16T14:59,192.168.1.100,172.16.0.20,guest,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.1.100,informational,0.13
Mumbai,2023-09-14T12:35,192.168.0.1,10.10.10.20,user123,DeviceXYZ,system-failure,Critical system failure: Error message: 73,warning,0.37
Mumbai,2023-09-14T23:13,192.168.2.5,192.168.10.6,admin,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 192.168.2.5,critical,0.13
Mumbai,2023-09-15T10:55,192.168.0.1,10.0.0.3,user123,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 192.168.0.1,error,0.13
Mumbai,2023-09-16T02:31,192.168.10.5,192.168.10.6,guest,Workstation123,permission-changes,User 'guest' changed permissions for file '/path/to/file885.txt',error,0.17
Mumbai,2023-09-18T06:40,172.16.1.100,172.16.0.20,anonymous,Workstation123,firewall-change,Firewall rule change: Port 59997 opened for IP 172.16.1.100,warning,0.30
Mumbai,2023-09-16T20:19,10.0.0.2,192.168.2.6,admin,DeviceXYZ,api-called,API called: API4 from IP 10.0.0.2,critical,0.20
Mumbai,2023-09-17T12:18,192.168.1.100,192.168.10.6,guest,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.1.100,error,0.13
Mumbai,2023-09-13T02:10,10.1.1.1,192.168.2.6,admin,Workstation123,system-failure,Critical system failure: Error message: 37,critical,0.37
Mumbai,2023-09-17T10:55,192.168.2.5,10.0.0.101,admin,DeviceXYZ,application-errors,Application error: Error message: 65,informational,0.27
Mumbai,2023-09-14T14:44,172.16.1.100,172.16.1.101,admin,Workstation123,malware-detection,Malware detected: File 'file36.txt' found on device 'Workstation123',informational,0.37
Mumbai,2023-09-16T17:47,10.0.0.100,10.10.10.20,admin,DeviceXYZ,file-access,File access: Write to file '/path/to/file361.txt' by user 'admin' from IP 10.0.0.100,critical,0.23
Mumbai,2023-09-13T15:56,192.168.1.100,10.10.10.20,user123,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 192.168.1.100,critical,0.13
Mumbai,2023-09-17T14:41,172.16.1.100,10.10.10.20,user123,Workstation123,firewall-change,Firewall rule change: Port 37923 opened for IP 172.16.1.100,critical,0.30
Mumbai,2023-09-16T21:56,172.16.1.100,10.10.10.20,anonymous,DeviceXYZ,application-usage,User 'anonymous' used application 'App10',critical,0.13
Mumbai,2023-09-14T00:21,10.1.1.1,10.1.1.2,admin,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 10.1.1.1,error,0.13
Mumbai,2023-09-16T09:21,192.168.10.5,192.168.2.6,user123,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 192.168.10.5,error,0.13
Mumbai,2023-09-13T15:21,10.1.1.1,10.0.0.3,anonymous,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 10.1.1.1,warning,0.13
Mumbai,2023-09-17T20:41,192.168.10.5,10.10.10.20,admin,Workstation123,auth-failed,Failed login attempt for user 'admin' from IP 192.168.10.5,warning,0.33
Mumbai,2023-09-14T05:00,10.0.0.100,10.10.10.20,anonymous,ServerABC,firewall-change,Firewall rule change: Port 33857 opened for IP 10.0.0.100,error,0.30
Mumbai,2023-09-12T17:10,10.0.0.100,10.1.1.2,user123,ServerABC,api-called,API called: API1 from IP 10.0.0.100,critical,0.20
Mumbai,2023-09-17T07:10,172.16.0.10,10.0.0.101,admin,DeviceXYZ,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 172.16.0.10,informational,0.37
Mumbai,2023-09-13T15:29,44.22.15.71,33.139.162.119,guest,ServerABC,application-usage,User 'guest' used application 'App9',error,0.67
Mumbai,2023-09-13T19:48,172.16.1.100,10.1.1.2,anonymous,DeviceXYZ,file-access,File access: Delete to file '/path/to/file749.txt' by user 'anonymous' from IP 172.16.1.100,critical,0.23
Mumbai,2023-09-17T14:52,192.168.0.1,10.0.0.101,admin,Workstation123,auth-failed,Failed login attempt for user 'admin' from IP 192.168.0.1,informational,0.33
Mumbai,2023-09-15T15:38,172.16.1.100,192.168.0.3,guest,ServerABC,software-update,Software update: Software2 updated to version v3,error,0.27
Mumbai,2023-09-17T00:18,10.10.10.10,10.0.0.3,admin,DeviceXYZ,system-shutdown,System shutdown: Reason10,error,0.33
Mumbai,2023-09-18T08:20,192.168.1.100,10.1.1.2,guest,DeviceXYZ,application-errors,Application error: Error message: 95,informational,0.27
Mumbai,2023-09-12T15:48,10.1.1.1,192.168.0.3,user123,Workstation123,application-errors,Application error: Error message: 33,critical,0.27
Mumbai,2023-09-15T03:01,16.97.243.131,204.164.72.173,guest,DeviceXYZ,firewall-change,Firewall rule change: Port 11843 opened for IP 16.97.243.131,warning,0.83
Mumbai,2023-09-17T23:21,115.143.243.113,80.118.171.63,admin,ServerABC,auth-success,Successful login for user 'admin' from IP 115.143.243.113,critical,0.63
Mumbai,2023-09-18T01:26,191.80.103.132,182.150.18.168,admin,Workstation123,software-update,Software update: Software2 updated to version v1,critical,0.80
Mumbai,2023-09-13T01:19,10.0.0.100,172.16.0.20,guest,DeviceXYZ,auth-failed,Failed login attempt for user 'guest' from IP 10.0.0.100,informational,0.33
Mumbai,2023-09-14T06:45,172.16.0.10,10.1.1.2,guest,Workstation123,auth-failed,Failed login attempt for user 'guest' from IP 172.16.0.10,critical,0.33
Mumbai,2023-09-14T20:46,10.10.10.10,10.1.1.2,guest,ServerABC,system-shutdown,System shutdown: Reason6,warning,0.33
Mumbai,2023-09-16T11:06,192.168.1.100,10.0.0.3,user123,DeviceXYZ,system-shutdown,System shutdown: Reason3,critical,0.33
Mumbai,2023-09-16T02:12,10.1.1.1,172.16.0.20,anonymous,ServerABC,application-usage,User 'anonymous' used application 'App8',warning,0.13
Mumbai,2023-09-16T07:23,172.16.0.10,10.0.0.101,anonymous,DeviceXYZ,software-update,Software update: Software6 updated to version v2,error,0.27
Mumbai,2023-09-12T22:49,192.168.2.5,10.1.1.2,guest,Workstation123,api-called,API called: API4 from IP 192.168.2.5,warning,0.20
Mumbai,2023-09-18T13:07,172.16.1.100,192.168.10.6,anonymous,Workstation123,dns-queries,DNS query from IP 172.16.1.100 for domain 'example337.com',informational,0.17
Mumbai,2023-09-14T20:56,10.0.0.100,192.168.2.6,user123,ServerABC,software-update,Software update: Software2 updated to version v5,critical,0.27
Mumbai,2023-09-14T02:27,192.168.1.100,192.168.10.6,guest,DeviceXYZ,system-shutdown,System shutdown: Reason8,warning,0.33
Mumbai,2023-09-18T08:49,192.168.0.1,172.16.0.20,user123,ServerABC,system-restart,System restart: Reason2,warning,0.30
Mumbai,2023-09-18T04:43,172.16.1.100,10.0.0.3,admin,ServerABC,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 172.16.1.100,warning,0.37
Mumbai,2023-09-13T20:40,10.0.0.100,10.1.1.2,user123,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 10.0.0.100,warning,0.13
Mumbai,2023-09-13T23:56,172.16.1.100,10.0.0.101,admin,DeviceXYZ,system-failure,Critical system failure: Error message: 12,critical,0.37
Mumbai,2023-09-18T03:44,172.16.0.10,172.16.0.20,user123,ServerABC,application-errors,Application error: Error message: 77,informational,0.27
Mumbai,2023-09-13T12:46,172.16.1.100,10.1.1.2,guest,Workstation123,dns-queries,DNS query from IP 172.16.1.100 for domain 'example195.com',critical,0.17
Mumbai,2023-09-12T23:34,10.10.10.10,172.16.1.101,anonymous,Workstation123,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 10.10.10.10,error,0.37
Mumbai,2023-09-17T16:23,10.1.1.1,172.16.1.101,guest,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 10.1.1.1,warning,0.13
Mumbai,2023-09-17T12:05,10.0.0.100,192.168.0.3,anonymous,ServerABC,application-usage,User 'anonymous' used application 'App1',warning,0.13
Mumbai,2023-09-14T17:56,10.10.10.10,192.168.0.3,user123,Workstation123,system-failure,Critical system failure: Error message: 25,warning,0.37
Mumbai,2023-09-18T04:50,10.0.0.2,10.0.0.101,guest,ServerABC,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 10.0.0.2,informational,0.37
Mumbai,2023-09-18T02:41,192.168.10.5,192.168.10.6,anonymous,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.10.5,informational,0.13
